year,age,transported,tag_id,population,release_rkm,migration_year,bon,tda,jda,mcn
2010,2,,3D9.1C2C667AB4 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C67E5D7 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C662B88 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C66E865 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C5DA6F0 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C5DBA46 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,0
2010,2,,3D9.1C2C5DB6CC ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C625662 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,0
2010,2,,3D9.1C2C5DB0C2 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C5DA47B ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,0
2010,2,,3D9.1C2C67F0D4 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,0
2010,2,,3D9.1C2C5D93B1 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C66654B ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C66AA4F ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
